#name	value	
D00174	32103_at	
L19593	1033_g_at	
L19593	664_at	
U50523	1718_at	
BT006898	1718_at	
AF279893	1718_at	
D50402	38596_i_at	
D50402	38597_f_at	
D50402	38598_at	
BC041787	38596_i_at	
BC041787	38597_f_at	
X12901	35415_at	
BC017303	35415_at	
BC007102	722_at	
BX571752	31842_at	
D79995	32671_at	
BC051851	999_at	
AY009401	2090_i_at	
BT007456	2090_i_at	
U34051	36361_at	
BC009910	36361_at	
BC053998	31868_at	
BC011609	37365_at	
S37374	37365_at	
S37375	37365_at	
BT007088	37365_at	
BC032116	40776_at	
BC010072	40776_at	
AY125465	40776_at	
AK126500	34218_at	
AK128689	34218_at	
BC006346	34218_at	
BC006391	255_s_at	
BC006391	38544_at	
BT006954	255_s_at	
BT006954	38544_at	
AY142112	37489_s_at	
AY142112	37490_at	
U05596	37489_s_at	
U05596	37490_at	
AB061712	33880_at	
AF116690	33880_at	
X80031	33561_at	
X80031	33562_g_at	
X80031	33563_s_at	
AF258351	33561_at	
AF258351	33562_g_at	
AF258351	33563_s_at	
BC030592	40579_at	
BC020698	40385_at	
U36500	40700_at	
BC054890	40700_at	
BC038091	40700_at	
AF056322	37352_at	
AF056322	37353_g_at	
AF056322	37354_at	
L79989	37354_at	
BC014013	1314_at	
BC001053	1314_at	
BC039845	1314_at	
BC047897	1314_at	
D44466	1314_at	
BC022433	38589_i_at	
BC022433	38590_r_at	
M14630	38589_i_at	
M14630	38590_r_at	
AF452640	38589_i_at	
AF452640	38590_r_at	
BC014139	678_at	
AB012642	678_at	
M31008	33523_at	
X55019	31554_at	
BC005874	32229_at	
BC000360	32229_at	
BC002449	33878_at	
AF176923	33878_at	
AF193044	33878_at	
AK001739	38103_at	
AY176045	38103_at	
AB014542	38103_at	
BC053684	38103_at	
BC008072	38103_at	
U50041	172_at	
X98429	172_at	
X12453	31760_at	
X12453	34153_at	
X12453	35660_at	
X12453	35661_g_at	
BX641043	31760_at	
BX641043	34153_at	
BX641043	35660_at	
BX641043	35661_g_at	
BX537502	31760_at	
BX537502	34153_at	
BX537502	35660_at	
BX537502	35661_g_at	
AB078966	39044_s_at	
D63479	39044_s_at	
BC006561	39044_s_at	
AK130440	39044_s_at	
AF462268	32392_s_at	
BC020971	32392_s_at	
BC053576	32392_s_at	
NM_021027	32392_s_at	
S55985	32392_s_at	
U89507	32392_s_at	
J04093	32392_s_at	
M57951	32392_s_at	
NM_019093	32392_s_at	
M57899	32392_s_at	
U20530	34504_at	
AB029022	34676_at	
AK001722	34676_at	
BC036661	34288_at	
U67784	34288_at	
BC003090	32539_at	
AF115510	41320_s_at	
AJ223075	41320_s_at	
BC001385	41320_s_at	
U69609	41320_s_at	
BC000548	35668_at	
AF242456	40216_at	
BC059174	40216_at	
AL080153	40216_at	
AB032972	31875_at	
X54232	33929_at	
AF089087	31700_at	
X53414	37880_at	
S71388	37880_at	
AF348451	37880_at	
AF191687	37880_at	
AK074062	37560_at	
AK074075	37560_at	
AL050143	37560_at	
BC013001	41540_at	
BC000910	41540_at	
D63878	40281_at	
BC033559	40281_at	
AB018336	35188_at	
BC021301	35188_at	
AL122052	35188_at	
AK125277	37041_at	
AB023160	37041_at	
AK027763	37041_at	
AK027462	37041_at	
BC000719	37041_at	
AB066215	37041_at	
AK027332	37041_at	
AL050288	37041_at	
BC008374	33895_at	
BC008375	33895_at	
AL050373	33895_at	
BC030778	33895_at	
BC002973	38563_at	
BX640878	39163_at	
AL137553	39163_at	
AK023926	39163_at	
AB033076	39163_at	
BX538189	39163_at	
AK022873	39163_at	
AF012023	1195_s_at	
AF012023	40843_at	
U92649	1226_at	
U92649	1227_g_at	
BC056867	32530_at	
BC056867	409_at	
AF070556	32530_at	
AF070556	409_at	
M20372	1081_at	
M20372	36203_at	
BC014562	1081_at	
BC014562	36203_at	
BC025296	1081_at	
BC025296	36203_at	
AK127433	41750_at	
BC001312	41750_at	
AB014519	35335_at	
AY083996	35984_at	
BC037776	33011_at	
BC022501	33011_at	
AF056195	31896_at	
BC051792	31896_at	
AF388385	31896_at	
AL050281	31896_at	
S49953	35062_at	
BC038971	35143_at	
AJ224741	340_at	
AJ224741	35964_at	
D14696	39019_at	
AY359028	39019_at	
BC008765	38127_at	
AF315591	35359_at	
BC024218	35359_at	
AF272350	35359_at	
X04506	261_s_at	
X04506	35332_at	
M12413	261_s_at	
M12413	35332_at	
M15421	261_s_at	
M15421	35332_at	
M36676	261_s_at	
M36676	35332_at	
X03324	261_s_at	
X03324	35332_at	
M17367	261_s_at	
M17367	35332_at	
M17779	261_s_at	
M17779	35332_at	
M19734	261_s_at	
M19734	35332_at	
M18471	261_s_at	
M18471	35332_at	
M18036	261_s_at	
M18036	35332_at	
M12480	261_s_at	
M12480	35332_at	
BC051278	261_s_at	
BC051278	35332_at	
AB033066	40307_at	
AB033066	40308_at	
AF010309	36079_at	
BC000474	36079_at	
AF182198	174_s_at	
AF182198	36420_at	
AK075424	33134_at	
AF033861	33134_at	
M38297	33711_at	
S76492	33711_at	
AK098562	36752_at	
BC016655	41866_s_at	
BC049366	41866_s_at	
Y15718	41866_s_at	
AF035621	33345_at	
BC042486	33345_at	
BC009235	36952_at	
U66468	470_at	
AF069307	35256_at	
AK075078	35256_at	
AK127300	34457_at	
AK127096	34457_at	
U76010	34457_at	
NM_003353	37853_at	
BC001115	37181_at	
BC016289	37181_at	
D13636	36932_at	
BC000212	36932_at	
BC001870	32659_at	
AL050109	32659_at	
AF218009	32659_at	
BC007361	41162_at	
BC014386	41162_at	
BC000057	41162_at	
AB018307	35370_at	
D45915	38543_at	
D45915	451_at	
U62540	38543_at	
U62540	451_at	
U39487	33463_at	
M74047	565_at	
BC060860	33433_at	
AK027432	33433_at	
AK074867	33433_at	
AL049943	33433_at	
BX537785	31487_at	
BX537785	38651_at	
AF113124	31487_at	
AF113124	38651_at	
BC054043	31487_at	
BC054043	38651_at	
L17328	31487_at	
L17328	38651_at	
AF085351	31736_at	
AJ223814	33298_at	
M35663	1008_f_at	
AY302136	1008_f_at	
BC040851	1008_f_at	
BC007769	1008_f_at	
BC034475	229_at	
BC034475	32194_at	
M37197	229_at	
M37197	32194_at	
AB015982	37876_at	
Z25429	37876_at	
BC030706	37876_at	
AL136842	33362_at	
U03688	40071_at	
U03688	859_at	
AK091425	32165_at	
BC022328	32165_at	
AF055270	32165_at	
BT006745	32165_at	
BC033636	40760_at	
BC053623	40760_at	
AF283512	40760_at	
L13857	33260_at	
S82270	33260_at	
BX537482	34915_at	
M91368	34915_at	
Y12878	34915_at	
Y12885	34915_at	
BC007095	34330_at	
BT007371	34330_at	
Z29481	37166_at	
BC005010	32587_at	
BC005010	32588_s_at	
AY289212	41754_at	
M92439	41754_at	
BC010282	41754_at	
AB007896	38984_at	
BC013193	38984_at	
BC021725	776_at	
AL833900	38727_at	
BC040357	38727_at	
BC008437	911_s_at	
BT009916	911_s_at	
M63108	32293_at	
M63108	32294_g_at	
M95489	561_at	
M95489	562_g_at	
AB011150	39240_at	
AF064842	39240_at	
BC043602	36978_at	
D38521	36978_at	
AK124923	36978_at	
AF148537	31536_at	
AY102276	31536_at	
AY102277	31536_at	
AY102278	31536_at	
AY123246	31536_at	
AF494407	31836_at	
BC039848	31836_at	
BC054048	31836_at	
U03877	32551_at	
BC054517	33125_at	
AJ404612	41355_at	
AJ404613	41355_at	
AF080216	41355_at	
AJ404611	41355_at	
AY228763	41355_at	
BC022783	41218_at	
AB011142	41218_at	
BC062325	41218_at	
AB018272	41218_at	
AL831918	41218_at	
Y08614	37729_at	
AK023367	33662_at	
AF026291	32594_at	
BC014676	32594_at	
D50917	37312_at	
AK055927	1074_at	
AK055927	32605_r_at	
AK055927	34392_s_at	
AK055927	34393_r_at	
BX571747	1074_at	
BX571747	34392_s_at	
BX571747	34393_r_at	
AY299090	40602_at	
BC005235	39782_at	
AY183476	40513_at	
BC027913	40513_at	
AF101441	31399_at	
BC045641	32626_at	
AB028971	34949_at	
BC002695	34949_at	
M77142	33852_at	
BC015944	33852_at	
BC022432	37337_at	
X70340	160025_at	
AF149096	160025_at	
AF149097	160025_at	
AF149098	160025_at	
BC005308	160025_at	
BC008709	36051_s_at	
BC008709	36052_at	
X58199	36051_s_at	
X58199	36052_at	
BC051882	36051_s_at	
BC051882	36052_at	
AF486421	36051_s_at	
AF486421	36052_at	
AF486420	36051_s_at	
AF486420	36052_at	
AF486422	36051_s_at	
AF486422	36052_at	
AF486423	36051_s_at	
AF486423	36052_at	
AY358783	33388_at	
BC020251	33388_at	
AB032981	39526_at	
AK023791	36315_i_at	
AK023791	36316_r_at	
AB023136	36315_i_at	
AB023136	36316_r_at	
AL117579	33882_at	
AF334812	33882_at	
X60104	41508_at	
AF187813	38128_at	
BC000346	39727_at	
AF207661	36158_at	
BC006163	36158_at	
X98801	36158_at	
BX640799	36158_at	
U90445	36158_at	
U73799	36158_at	
BC002804	38464_at	
X87237	38464_at	
BC004952	41062_at	
BC004952	41063_g_at	
BC004952	41064_at	
AF087884	41062_at	
AF087884	41063_g_at	
AF087884	41064_at	
M74290	35077_at	
BC000853	33315_at	
BC027895	35981_at	
BC036776	39946_at	
BC028219	31827_s_at	
BC028219	31828_r_at	
BC028219	31829_r_at	
BX640868	31827_s_at	
BX640868	31828_r_at	
BX640868	31829_r_at	
BX640868	38993_r_at	
AK126465	31827_s_at	
AK126465	31828_r_at	
AK126465	31829_r_at	
AK126465	38993_r_at	
AF027516	31827_s_at	
AF027516	31828_r_at	
AF027516	31829_r_at	
BC008461	31827_s_at	
BC008461	31828_r_at	
BC008461	31829_r_at	
BC014549	38391_at	
M81592	40394_at	
BC032785	37004_at	
AF161396	34256_at	
AB018356	34256_at	
AK124862	34256_at	
AY152815	34256_at	
BX537369	37659_at	
D21094	37659_at	
D21091	37659_at	
AK023172	36096_at	
BC035053	40140_at	
AK124156	40699_at	
M12824	40699_at	
Y00805	39239_at	
BC032801	38586_at	
BC016380	31586_f_at	
BC016380	38194_s_at	
BC016380	38193_at	
BC032451	31586_f_at	
BC032451	38194_s_at	
BC032451	38193_at	
BC034141	31586_f_at	
BC034141	38194_s_at	
BC034141	38193_at	
BC005332	31586_f_at	
BC005332	38194_s_at	
BC005332	38193_at	
BC029444	31586_f_at	
BC029444	38194_s_at	
BC029444	31512_at	
BC029444	38193_at	
BC030813	31586_f_at	
BC030813	38194_s_at	
BC030813	38193_at	
BC034142	31586_f_at	
BC034142	38194_s_at	
BC034142	38193_at	
BC034146	31586_f_at	
BC034146	38194_s_at	
BC034146	38193_at	
AK128524	31586_f_at	
AK128524	38194_s_at	
AK128524	38193_at	
AK129779	31586_f_at	
AK129779	38194_s_at	
AK129779	38193_at	
AK129807	31586_f_at	
AK129807	38194_s_at	
AK129807	38193_at	
BC030814	31586_f_at	
BC030814	38194_s_at	
BC030814	38193_at	
BC022362	31586_f_at	
BC022362	38194_s_at	
BC022362	38193_at	
BC056256	31586_f_at	
BC056256	38194_s_at	
BC056256	38193_at	
AK128638	31586_f_at	
AF035028	31586_f_at	
AF035031	31586_f_at	
AF035033	31586_f_at	
AK057596	39296_at	
U28831	36020_at	
BC007771	1292_at	
AF331843	1292_at	
BC014274	41295_at	
AB018331	41224_at	
AK023840	41224_at	
AF085356	41224_at	
AK090671	41224_at	
BC001417	41224_at	
BC007577	41224_at	
AK024391	41224_at	
BC044844	36020_at	
AK074570	36020_at	
BC010090	33888_at	
X82208	33888_at	
D87446	36971_at	
BC005968	379_at	
BC024223	379_at	
U34360	41543_at	
AK092327	41543_at	
BC036895	41543_at	
BC010441	32058_at	
AB024057	38223_at	
BC020548	37113_at	
BC014397	38422_s_at	
BT006960	38422_s_at	
AF146760	38033_at	
AL353938	38033_at	
BC020502	38033_at	
BC050345	38033_at	
AK022682	38033_at	
AL049934	38033_at	
U17077	33331_at	
AF023674	40384_at	
BX571745	40384_at	
AF053305	41081_at	
NM_000575	1076_at	
M28983	1076_at	
BC008678	1520_s_at	
BC008678	39402_at	
AF043335	1520_s_at	
AF043335	39402_at	
BT007213	1520_s_at	
BT007213	39402_at	
BC001060	121_at	
BC001060	36869_at	
X69699	121_at	
X69699	36869_at	
BC005078	35165_at	
U28281	32902_at	
BC032563	39838_at	
AB014522	39838_at	
AF347693	39838_at	
AY425956	39838_at	
AJ288057	39838_at	
BC004101	32238_at	
BC004101	459_s_at	
U87558	32238_at	
U87558	459_s_at	
AF411606	32238_at	
AF411606	459_s_at	
BC008820	1885_at	
BC010427	33726_at	
BC017205	33726_at	
BC001196	39912_at	
AB006179	39912_at	
AK000304	39129_at	
AK000763	39129_at	
AB037839	39129_at	
AK001227	39129_at	
AK126920	39129_at	
AL136737	39129_at	
AK130005	38749_at	
BC040046	38749_at	
AK075487	38749_at	
AK094501	38749_at	
AK123029	38749_at	
X07994	32917_at	
BC032374	40117_at	
J05032	32615_at	
BT006710	32615_at	
AF147204	649_s_at	
AF348491	649_s_at	
BT006660	649_s_at	
AF043467	33504_at	
AB011141	35681_r_at	
BC060819	35681_r_at	
AF132596	36481_at	
BC016177	36481_at	
BC005388	36481_at	
BC012513	35803_at	
BT006769	35803_at	
U32849	36472_at	
U35637	38461_at	
X83957	38461_at	
AK056994	38461_at	
U35636	38461_at	
X58122	38461_at	
BC050436	38461_at	
BC022421	38461_at	
BC056251	38461_at	
AF038852	34116_at	
AL133600	38525_at	
BC028740	38525_at	
AK024810	37507_i_at	
AK024810	37508_f_at	
AK024810	37506_at	
BC011788	37507_i_at	
BC011788	37508_f_at	
BC011788	37506_at	
X75918	37623_at	
X75918	547_s_at	
S77154	37623_at	
S77154	547_s_at	
BC036449	39604_at	
L06633	39604_at	
BC033867	39764_at	
AB040909	37915_at	
AK074895	37915_at	
D14664	34760_at	
AY314007	34760_at	
AY184222	38160_at	
AY184222	34760_at	
AY314006	38160_at	
AY314006	34760_at	
AK125081	34760_at	
AF011333	38160_at	
U17033	35461_at	
U17033	35462_at	
U17034	35461_at	
U17034	35462_at	
D30780	35461_at	
D30780	35462_at	
M35198	881_at	
BC018951	33867_s_at	
BC018951	31671_at	
BC018951	31672_g_at	
X77494	33867_s_at	
X77494	31671_at	
X77494	31672_g_at	
BC012992	33867_s_at	
BC012992	31671_at	
BC012992	31672_g_at	
X64652	33867_s_at	
X64652	31671_at	
X64652	31672_g_at	
X60708	34823_at	
BC013329	34823_at	
BC005278	39726_at	
BT006813	39726_at	
BC026250	39945_at	
U09278	39945_at	
L76687	40683_at	
BX537877	41755_at	
AB023194	41755_at	
AL049939	41755_at	
BC006264	41755_at	
X92689	36483_at	
BC056246	36483_at	
X82835	32947_at	
AJ310897	32947_at	
AJ310882	32947_at	
M91556	32450_at	
S75992	32450_at	
AF099989	40966_at	
BC022255	38940_at	
AF091582	31398_at	
AB012959	31398_at	
U33837	35009_at	
D50927	32219_at	
Z25421	32219_at	
Y14494	33256_at	
BC032558	34585_at	
BC032558	34586_s_at	
X68560	41573_at	
AY070137	41573_at	
BC042945	41573_at	
AJ430844	41573_at	
BC015040	37980_at	
BC046098	37980_at	
BC038987	37980_at	
BX640870	35528_at	
BC002914	35528_at	
X86019	35528_at	
Y00762	34143_at	
BC006314	34143_at	
BC011393	40512_at	
X15875	1994_at	
X15875	38902_r_at	
AY029364	1994_at	
AY029364	38902_r_at	
BC026175	1994_at	
BC026175	38902_r_at	
U09813	34811_at	
BC011558	853_at	
AL049329	34908_at	
BC042848	34908_at	
AK024008	34908_at	
BC048006	34908_at	
BC009470	32205_at	
AL833867	32205_at	
X69490	40795_at	
X90568	40795_at	
AL713647	40795_at	
D82347	36768_at	
BC022480	36311_at	
AF110238	36311_at	
AB038227	36311_at	
AB038228	36311_at	
AF110235	36311_at	
AF110237	36311_at	
U91903	40230_at	
AB011159	33357_at	
BT007033	33357_at	
L76380	34995_at	
J03225	40767_at	
BC043613	38420_at	
X04758	38420_at	
Y14690	38420_at	
M10956	38420_at	
AF104922	36309_at	
BC005190	34696_at	
U66669	34696_at	
M97935	32859_at	
M97935	32860_g_at	
M97935	33338_at	
M97935	33339_g_at	
BT007241	32859_at	
BT007241	32860_g_at	
BT007241	33338_at	
BT007241	33339_g_at	
BC031212	906_at	
AF327442	37081_at	
AB023161	37081_at	
BC016040	37524_at	
AF054284	39444_at	
AL137410	39444_at	
BC056155	39444_at	
BC002676	37720_at	
AB028957	41708_at	
AK025127	41708_at	
L29219	32833_at	
AF212224	32833_at	
BC014834	39943_at	
AB038951	40064_at	
AL832573	40064_at	
U83117	155_s_at	
U83117	457_s_at	
BT006632	155_s_at	
BT006632	457_s_at	
AF119845	38395_at	
X61100	38395_at	
BC058005	33682_at	
BX537890	34216_at	
BX537890	34217_at	
BC012919	34217_at	
AB015132	34217_at	
AB043702	34997_r_at	
U66583	32427_at	
U66582	33964_at	
NM_014617	35498_at	
BX537411	39023_at	
BC012846	39023_at	
M74096	37523_at	
X05450	40157_s_at	
X05450	40158_r_at	
BC005318	40157_s_at	
BC005318	40158_r_at	
Y11395	39441_at	
L07868	1727_at	
U76638	1801_at	
AY219711	31754_at	
AL080207	31754_at	
AF418105	31754_at	
AY033486	31754_at	
BX640999	31719_at	
BX640999	31720_s_at	
BC005858	31719_at	
BC005858	31720_s_at	
BX640638	31719_at	
BX640638	31720_s_at	
BC016875	31719_at	
BC016875	31720_s_at	
BX640608	31719_at	
BX640608	31720_s_at	
BX640731	31719_at	
BX640731	31720_s_at	
BX640875	31719_at	
BX640875	31720_s_at	
BX640920	31719_at	
BX640920	31720_s_at	
BX649182	31719_at	
BX649182	31720_s_at	
AF130095	31719_at	
AF130095	31720_s_at	
BX537590	31719_at	
BX537590	31720_s_at	
U41724	31719_at	
U41724	31720_s_at	
M14060	31719_at	
M14060	31720_s_at	
U60067	31719_at	
U60067	31720_s_at	
U60068	31719_at	
U60068	31720_s_at	
M27589	31719_at	
M27589	31720_s_at	
M27590	31719_at	
M27590	31720_s_at	
BX538045	31719_at	
BC018427	1396_at	
BC018427	38650_at	
BC008099	1396_at	
BC008099	38650_at	
AF055033	1601_s_at	
AF055033	1677_at	
AF055033	1678_g_at	
AF055033	41420_at	
BC029516	39639_s_at	
L19591	1352_at	
L19591	1353_g_at	
U11871	1352_at	
U11871	1353_g_at	
BC014122	38434_at	
BC020244	38434_at	
M95627	38434_at	
BC008809	38434_at	
D87073	37586_at	
BC023511	31685_at	
BC034757	34618_at	
BC034757	899_at	
AF070638	34864_at	
AF151815	34864_at	
BC000559	39805_at	
AF308472	39805_at	
AK057026	39805_at	
BC009238	36591_at	
BT006731	36591_at	
BC007713	916_at	
BC007713	917_g_at	
L18983	916_at	
L18983	917_g_at	
BC000653	38703_at	
AK001777	38703_at	
BC003040	38703_at	
BC004854	38703_at	
AK021871	38703_at	
BC008878	32566_at	
BC021223	32566_at	
AB014557	35780_at	
AB014557	35781_g_at	
AB014557	35782_at	
AK023854	35782_at	
BC007201	35780_at	
BC007201	35781_g_at	
BC007201	35782_at	
BC061909	35780_at	
BC061909	35781_g_at	
BC061909	35782_at	
L36645	1606_at	
AY251280	38900_at	
AY251280	1344_at	
AY251280	1345_s_at	
AY251279	38900_at	
AY251279	1344_at	
AY251279	1345_s_at	
U02309	38900_at	
U02309	1344_at	
U02309	1345_s_at	
S69369	38900_at	
S69369	1344_at	
S69369	1345_s_at	
BC022509	36924_r_at	
BC042628	41246_at	
BC015663	41246_at	
AB014517	37702_at	
AB014594	31765_at	
AB014594	31766_s_at	
S62539	41049_at	
S62539	850_r_at	
S62539	851_s_at	
S62539	872_i_at	
X81053	35493_at	
D28476	39699_at	
AK124509	39699_at	
AF280095	35718_at	
X77307	36245_at	
AY114103	36245_at	
AK091742	32590_at	
AK127608	32590_at	
BC002343	32590_at	
BC007831	36044_at	
BC001054	36044_at	
BT007278	36044_at	
AJ007557	41477_at	
BC001051	39829_at	
AF118452	33688_at	
BC033174	38077_at	
X52022	38077_at	
BX641155	38077_at	
AB002345	35008_at	
AB012614	35008_at	
AL050153	31657_at	
AB006626	38271_at	
BC039904	38271_at	
AF318342	34938_i_at	
AF318342	34939_r_at	
BC009491	36904_at	
X90840	36904_at	
AF038173	36904_at	
U37194	36904_at	
AF004425	36904_at	
U79240	40652_at	
AF387103	40652_at	
BC043495	40652_at	
D50925	40652_at	
AL117400	40652_at	
BC001179	31504_at	
BC014305	31504_at	
AK127833	31504_at	
BC007852	399_at	
BC007852	40104_at	
AF258562	1136_at	
L16991	1136_at	
AK126180	1136_at	
AF002246	34193_at	
AB003592	35079_at	
AB004066	40790_at	
D86967	31898_at	
U92458	31585_at	
NM_000844	31585_at	
NM_181874	31585_at	
NM_181875	31585_at	
AF458052	31585_at	
AF458053	31585_at	
AF458054	31585_at	
AF043101	41072_at	
BC053851	41103_at	
AL713696	41103_at	
M91585	41103_at	
U88620	34146_at	
U88620	34147_g_at	
U88620	38333_at	
U88620	38334_g_at	
U88620	38335_at	
BC000657	34146_at	
BC000657	34147_g_at	
BC000657	38333_at	
BC000657	38334_g_at	
BC000657	38335_at	
AB037879	34146_at	
AB037879	34147_g_at	
AB037879	38333_at	
AB037879	38334_g_at	
AB037879	38335_at	
AB037880	34146_at	
AB037880	34147_g_at	
AB037880	38333_at	
AB037880	38334_g_at	
AB037880	38335_at	
AB037881	34146_at	
AB037881	34147_g_at	
AB037881	38333_at	
AB037881	38334_g_at	
AB037881	38335_at	
AB037882	34146_at	
AB037882	34147_g_at	
AB037882	38333_at	
AB037882	38334_g_at	
AB037882	38335_at	
AK024110	40154_at	
AK024110	34691_f_at	
AK024110	34692_r_at	
AF006087	34691_f_at	
AF006087	34692_r_at	
BC012596	34691_f_at	
BC012596	34692_r_at	
BC025289	40154_at	
BC025289	34691_f_at	
BC025289	34692_r_at	
AK023960	40154_at	
AL833939	40154_at	
AK125875	40154_at	
AL096725	40154_at	
BC009479	40154_at	
AL050275	39115_at	
BC008720	39115_at	
AY358363	39115_at	
L15409	1668_s_at	
L15409	40871_at	
BC058831	1668_s_at	
BC058831	40871_at	
D86972	36954_at	
BC036083	32990_at	
S75989	32990_at	
X54673	39599_at	
D28481	35384_at	
BC051307	36748_at	
U40215	36748_at	
BC006811	37104_at	
AY222643	37104_at	
AB014567	38175_at	
X82494	32783_at	
AY130459	32783_at	
AL050095	32783_at	
BC007055	39009_at	
BC006252	35121_at	
Z18956	35121_at	
U10990	36714_at	
AB028639	32517_at	
BC012099	37274_at	
AB029015	41796_at	
BC036392	41796_at	
AK023546	41796_at	
AL117515	41796_at	
BC018288	36110_at	
BC018288	600_at	
U57317	1012_at	
BC009139	37358_at	
BC030575	32432_f_at	
BC014837	32432_f_at	
D16815	35705_at	
BC015929	35706_at	
M62303	32694_at	
M62303	1381_at	
M62303	1705_s_at	
Y00291	32694_at	
Y00291	1381_at	
BC050415	32694_at	
BC030290	33581_at	
BC030290	33582_s_at	
